Type;Sort;Size;Time(ns)
half sort mass;selection sort;3700;23742730
half sort mass;insertion sort;3700;13452090
half sort mass;binary insertion sort;3700;6776550
half sort mass;counting sort;3700;65130
half sort mass;radix sort;3700;93120
half sort mass;quick sort;3700;350140
half sort mass;merge sort;3700;1418470
half sort mass;heap sort;3700;629570
half sort mass;shell(Ciur) sort;3700;435430
half sort mass;shell sort;3700;537000
half sort mass;bubble sort;3800;40373890
half sort mass;bubble(Ayverson1) sort;3800;70518900
half sort mass;bubble(Ayverson2) sort;3800;39958940
half sort mass;selection sort;3800;23621690
half sort mass;insertion sort;3800;11803290
half sort mass;binary insertion sort;3800;7017210
half sort mass;counting sort;3800;66480
half sort mass;radix sort;3800;117370
half sort mass;quick sort;3800;342140
half sort mass;merge sort;3800;1448580
half sort mass;heap sort;3800;655770
half sort mass;shell(Ciur) sort;3800;466770
half sort mass;shell sort;3800;559370
half sort mass;bubble sort;3900;45087820
half sort mass;bubble(Ayverson1) sort;3900;73593330
half sort mass;bubble(Ayverson2) sort;3900;41406710
half sort mass;selection sort;3900;24559260
half sort mass;insertion sort;3900;12916060
half sort mass;binary insertion sort;3900;7912650
half sort mass;counting sort;3900;66440
half sort mass;radix sort;3900;103380
half sort mass;quick sort;3900;374570
half sort mass;merge sort;3900;1613210
half sort mass;heap sort;3900;779850
half sort mass;shell(Ciur) sort;3900;606690
half sort mass;shell sort;3900;608190
half sort mass;bubble sort;4000;48440310
half sort mass;bubble(Ayverson1) sort;4000;75992510
half sort mass;bubble(Ayverson2) sort;4000;45271510
half sort mass;selection sort;4000;25736340
half sort mass;insertion sort;4000;13825290
half sort mass;binary insertion sort;4000;8992180
half sort mass;counting sort;4000;67730
half sort mass;radix sort;4000;98640
half sort mass;quick sort;4000;368510
half sort mass;merge sort;4000;1539800
half sort mass;heap sort;4000;697880
half sort mass;shell(Ciur) sort;4000;500870
half sort mass;shell sort;4000;590170
half sort mass;bubble sort;4100;47649430
half sort mass;bubble(Ayverson1) sort;4100;79350640
half sort mass;bubble(Ayverson2) sort;4100;45137450
half sort mass;selection sort;4100;26641830
half sort mass;insertion sort;4100;14395210
half sort mass;binary insertion sort;4100;10194280
half sort mass;counting sort;4100;71050
half sort mass;radix sort;4100;196040
half sort mass;quick sort;4100;370190
half sort mass;merge sort;4100;1552890
half sort mass;heap sort;4100;682780
half sort mass;shell(Ciur) sort;4100;567510
half sort mass;shell sort;4100;821410
reverse mass;bubble sort;400;650090
reverse mass;bubble(Ayverson1) sort;400;1422580
reverse mass;bubble(Ayverson2) sort;400;671420
reverse mass;selection sort;400;403250
reverse mass;insertion sort;400;398420
reverse mass;binary insertion sort;400;199970
reverse mass;counting sort;400;18040
reverse mass;radix sort;400;10520
reverse mass;quick sort;400;136300
reverse mass;merge sort;400;136750
reverse mass;heap sort;400;39770
reverse mass;shell(Ciur) sort;400;14460
reverse mass;shell sort;400;24620
reverse mass;bubble sort;500;997710
reverse mass;bubble(Ayverson1) sort;500;1499060
reverse mass;bubble(Ayverson2) sort;500;1014970
reverse mass;selection sort;500;441230
reverse mass;insertion sort;500;707160
reverse mass;binary insertion sort;500;342450
reverse mass;counting sort;500;19850
reverse mass;radix sort;500;13340
reverse mass;quick sort;500;205870
reverse mass;merge sort;500;174510
reverse mass;heap sort;500;49770
reverse mass;shell(Ciur) sort;500;18450
reverse mass;shell sort;500;29940
reverse mass;bubble sort;600;1494460
reverse mass;bubble(Ayverson1) sort;600;2157430
reverse mass;bubble(Ayverson2) sort;600;1501070
reverse mass;selection sort;600;653010
reverse mass;insertion sort;600;857750
reverse mass;binary insertion sort;600;541160
reverse mass;counting sort;600;19850
reverse mass;radix sort;600;15040
reverse mass;quick sort;600;294000
reverse mass;merge sort;600;210320
reverse mass;heap sort;600;64950
reverse mass;shell(Ciur) sort;600;23670
reverse mass;shell sort;600;31250
reverse mass;bubble sort;700;1900880
reverse mass;bubble(Ayverson1) sort;700;2936540
reverse mass;bubble(Ayverson2) sort;700;2014220
reverse mass;selection sort;700;857280
reverse mass;insertion sort;700;1123130
reverse mass;binary insertion sort;700;612950
reverse mass;counting sort;700;20630
reverse mass;radix sort;700;29890
reverse mass;quick sort;700;572920
reverse mass;merge sort;700;240220
reverse mass;heap sort;700;80230
reverse mass;shell(Ciur) sort;700;32460
reverse mass;shell sort;700;40820
reverse mass;bubble sort;800;2689700
reverse mass;bubble(Ayverson1) sort;800;3738160
reverse mass;bubble(Ayverson2) sort;800;2480510
reverse mass;selection sort;800;1150270
reverse mass;insertion sort;800;1356330
reverse mass;binary insertion sort;800;954570
reverse mass;counting sort;800;37200
reverse mass;radix sort;800;21610
reverse mass;quick sort;800;486920
reverse mass;merge sort;800;277960
reverse mass;heap sort;800;92500
reverse mass;shell(Ciur) sort;800;30140
reverse mass;shell sort;800;42460
reverse mass;bubble sort;900;3372110
reverse mass;bubble(Ayverson1) sort;900;4644400
reverse mass;bubble(Ayverson2) sort;900;3074400
reverse mass;selection sort;900;1418820
reverse mass;insertion sort;900;1909090
reverse mass;binary insertion sort;900;1040210
reverse mass;counting sort;900;23610
reverse mass;radix sort;900;21630
reverse mass;quick sort;900;763790
reverse mass;merge sort;900;314100
reverse mass;heap sort;900;169850
reverse mass;shell(Ciur) sort;900;50260
reverse mass;shell sort;900;48210
reverse mass;bubble sort;1000;3999420
reverse mass;bubble(Ayverson1) sort;1000;5854530
reverse mass;bubble(Ayverson2) sort;1000;3757830
reverse mass;selection sort;1000;2068310
reverse mass;insertion sort;1000;2374900
reverse mass;binary insertion sort;1000;1296120
reverse mass;counting sort;1000;34990
reverse mass;radix sort;1000;24560
reverse mass;quick sort;1000;769230
reverse mass;merge sort;1000;352870
reverse mass;heap sort;1000;117220
reverse mass;shell(Ciur) sort;1000;44740
reverse mass;shell sort;1000;57020
reverse mass;bubble sort;1100;4979570
reverse mass;bubble(Ayverson1) sort;1100;7794370
reverse mass;bubble(Ayverson2) sort;1100;6008210
reverse mass;selection sort;1100;2246800
reverse mass;insertion sort;1100;3441070
reverse mass;binary insertion sort;1100;1589280
reverse mass;counting sort;1100;27410
reverse mass;radix sort;1100;27160
reverse mass;quick sort;1100;899560
reverse mass;merge sort;1100;369760
reverse mass;heap sort;1100;134500
reverse mass;shell(Ciur) sort;1100;49850
reverse mass;shell sort;1100;61030
reverse mass;bubble sort;1200;6118890
reverse mass;bubble(Ayverson1) sort;1200;8361090
reverse mass;bubble(Ayverson2) sort;1200;5391740
reverse mass;selection sort;1200;2586670
reverse mass;insertion sort;1200;3416150
reverse mass;binary insertion sort;1200;1918610
reverse mass;counting sort;1200;34590
reverse mass;radix sort;1200;29600
reverse mass;quick sort;1200;1075260
reverse mass;merge sort;1200;415500
reverse mass;heap sort;1200;146220
reverse mass;shell(Ciur) sort;1200;60150
reverse mass;shell sort;1200;73180
reverse mass;bubble sort;1300;6899410
reverse mass;bubble(Ayverson1) sort;1300;9976430
reverse mass;bubble(Ayverson2) sort;1300;7527230
reverse mass;selection sort;1300;3008740
reverse mass;insertion sort;1300;3940290
reverse mass;binary insertion sort;1300;2128620
reverse mass;counting sort;1300;28760
reverse mass;radix sort;1300;45230
reverse mass;quick sort;1300;1374870
reverse mass;merge sort;1300;627240
reverse mass;heap sort;1300;186400
reverse mass;shell(Ciur) sort;1300;52470
reverse mass;shell sort;1300;84400
reverse mass;bubble sort;1400;8155620
reverse mass;bubble(Ayverson1) sort;1400;11520650
reverse mass;bubble(Ayverson2) sort;1400;8325210
reverse mass;selection sort;1400;3500740
reverse mass;insertion sort;1400;4526340
reverse mass;binary insertion sort;1400;2445490
reverse mass;counting sort;1400;31580
reverse mass;radix sort;1400;34920
reverse mass;quick sort;1400;1431520
reverse mass;merge sort;1400;491740
reverse mass;heap sort;1400;179350
reverse mass;shell(Ciur) sort;1400;58760
reverse mass;shell sort;1400;103890
reverse mass;bubble sort;1500;9138270
reverse mass;bubble(Ayverson1) sort;1500;12503630
reverse mass;bubble(Ayverson2) sort;1500;8661850
reverse mass;selection sort;1500;3899430
reverse mass;insertion sort;1500;5332070
reverse mass;binary insertion sort;1500;2948820
reverse mass;counting sort;1500;32300
reverse mass;radix sort;1500;37520
reverse mass;quick sort;1500;1679960
reverse mass;merge sort;1500;519340
reverse mass;heap sort;1500;206670
reverse mass;shell(Ciur) sort;1500;69590
reverse mass;shell sort;1500;102780
reverse mass;bubble sort;1600;11716920
reverse mass;bubble(Ayverson1) sort;1600;15097010
reverse mass;bubble(Ayverson2) sort;1600;10463360
reverse mass;selection sort;1600;4399330
reverse mass;insertion sort;1600;6795100
reverse mass;binary insertion sort;1600;3142740
reverse mass;counting sort;1600;52680
reverse mass;radix sort;1600;78390
reverse mass;quick sort;1600;2183610
reverse mass;merge sort;1600;564900
reverse mass;heap sort;1600;210540
reverse mass;shell(Ciur) sort;1600;72080
reverse mass;shell sort;1600;110470
reverse mass;bubble sort;1700;11790850
reverse mass;bubble(Ayverson1) sort;1700;16389040
reverse mass;bubble(Ayverson2) sort;1700;11372640
reverse mass;selection sort;1700;5214080
reverse mass;insertion sort;1700;6752520
reverse mass;binary insertion sort;1700;3706710
reverse mass;counting sort;1700;34990
reverse mass;radix sort;1700;38660
reverse mass;quick sort;1700;3300890
reverse mass;merge sort;1700;600720
reverse mass;heap sort;1700;223050
reverse mass;shell(Ciur) sort;1700;96480
reverse mass;shell sort;1700;124340
reverse mass;bubble sort;1800;13822250
reverse mass;bubble(Ayverson1) sort;1800;19335510
reverse mass;bubble(Ayverson2) sort;1800;12514760
reverse mass;selection sort;1800;5777580
reverse mass;insertion sort;1800;7482100
reverse mass;binary insertion sort;1800;4181530
reverse mass;counting sort;1800;40760
reverse mass;radix sort;1800;39970
reverse mass;quick sort;1800;2999480
reverse mass;merge sort;1800;648640
reverse mass;heap sort;1800;244870
reverse mass;shell(Ciur) sort;1800;93360
reverse mass;shell sort;1800;123810
reverse mass;bubble sort;1900;14743460
reverse mass;bubble(Ayverson1) sort;1900;20497700
reverse mass;bubble(Ayverson2) sort;1900;14245490
reverse mass;selection sort;1900;7272060
reverse mass;insertion sort;1900;8444540
reverse mass;binary insertion sort;1900;4955390
reverse mass;counting sort;1900;39410
reverse mass;radix sort;1900;43960
reverse mass;quick sort;1900;3100960
reverse mass;merge sort;1900;772030
reverse mass;heap sort;1900;268070
reverse mass;shell(Ciur) sort;1900;99950
reverse mass;shell sort;1900;126710
reverse mass;bubble sort;2000;16554650
reverse mass;bubble(Ayverson1) sort;2000;22696440
reverse mass;bubble(Ayverson2) sort;2000;15993110
reverse mass;selection sort;2000;7511080
reverse mass;insertion sort;2000;9497510
reverse mass;binary insertion sort;2000;5113460
reverse mass;counting sort;2000;40290
reverse mass;radix sort;2000;44250
reverse mass;quick sort;2000;3106620
reverse mass;merge sort;2000;688940
reverse mass;heap sort;2000;268090
reverse mass;shell(Ciur) sort;2000;85630
reverse mass;shell sort;2000;157800
reverse mass;bubble sort;2100;17547590
reverse mass;bubble(Ayverson1) sort;2100;25318570
reverse mass;bubble(Ayverson2) sort;2100;17354640
reverse mass;selection sort;2100;7493820
reverse mass;insertion sort;2100;10815860
reverse mass;binary insertion sort;2100;6021050
reverse mass;counting sort;2100;39950
reverse mass;radix sort;2100;47510
reverse mass;quick sort;2100;3257190
reverse mass;merge sort;2100;706030
reverse mass;heap sort;2100;283740
reverse mass;shell(Ciur) sort;2100;97300
reverse mass;shell sort;2100;154330
reverse mass;bubble sort;2200;19845430
reverse mass;bubble(Ayverson1) sort;2200;27919310
reverse mass;bubble(Ayverson2) sort;2200;19041760
reverse mass;selection sort;2200;8457650
reverse mass;insertion sort;2200;11829410
reverse mass;binary insertion sort;2200;6310300
reverse mass;counting sort;2200;43570
reverse mass;radix sort;2200;53450
reverse mass;quick sort;2200;4314450
reverse mass;merge sort;2200;769800
reverse mass;heap sort;2200;335640
reverse mass;shell(Ciur) sort;2200;129790
reverse mass;shell sort;2200;176290
reverse mass;bubble sort;2300;21950430
reverse mass;bubble(Ayverson1) sort;2300;31296260
reverse mass;bubble(Ayverson2) sort;2300;20653690
reverse mass;selection sort;2300;11415890
reverse mass;insertion sort;2300;12039280
reverse mass;binary insertion sort;2300;6947680
reverse mass;counting sort;2300;44170
reverse mass;radix sort;2300;53620
reverse mass;quick sort;2300;3886870
reverse mass;merge sort;2300;805500
reverse mass;heap sort;2300;314120
reverse mass;shell(Ciur) sort;2300;122260
reverse mass;shell sort;2300;168410
reverse mass;bubble sort;2400;23160310
reverse mass;bubble(Ayverson1) sort;2400;33673590
reverse mass;bubble(Ayverson2) sort;2400;22778510
reverse mass;selection sort;2400;10250370
reverse mass;insertion sort;2400;13689960
reverse mass;binary insertion sort;2400;7480560
reverse mass;counting sort;2400;44480
reverse mass;radix sort;2400;105950
reverse mass;quick sort;2400;4259650
reverse mass;merge sort;2400;860330
reverse mass;heap sort;2400;326820
reverse mass;shell(Ciur) sort;2400;112800
reverse mass;shell sort;2400;182270
reverse mass;bubble sort;2500;25039170
reverse mass;bubble(Ayverson1) sort;2500;37094050
reverse mass;bubble(Ayverson2) sort;2500;25054440
reverse mass;selection sort;2500;11573740
reverse mass;insertion sort;2500;15708060
reverse mass;binary insertion sort;2500;9503070
reverse mass;counting sort;2500;46440
reverse mass;radix sort;2500;57660
reverse mass;quick sort;2500;4412960
reverse mass;merge sort;2500;880150
reverse mass;heap sort;2500;480760
reverse mass;shell(Ciur) sort;2500;119200
reverse mass;shell sort;2500;192400
reverse mass;bubble sort;2600;26497850
reverse mass;bubble(Ayverson1) sort;2600;39498970
reverse mass;bubble(Ayverson2) sort;2600;27775070
reverse mass;selection sort;2600;11847290
reverse mass;insertion sort;2600;15756320
reverse mass;binary insertion sort;2600;8441630
reverse mass;counting sort;2600;44990
reverse mass;radix sort;2600;60500
reverse mass;quick sort;2600;4941270
reverse mass;merge sort;2600;926840
reverse mass;heap sort;2600;372360
reverse mass;shell(Ciur) sort;2600;137910
reverse mass;shell sort;2600;178340
reverse mass;bubble sort;2700;30389880
reverse mass;bubble(Ayverson1) sort;2700;42423760
reverse mass;bubble(Ayverson2) sort;2700;29761720
reverse mass;selection sort;2700;12688130
reverse mass;insertion sort;2700;16657520
reverse mass;binary insertion sort;2700;9375940
reverse mass;counting sort;2700;49210
reverse mass;radix sort;2700;62530
reverse mass;quick sort;2700;5735910
reverse mass;merge sort;2700;937610
reverse mass;heap sort;2700;476920
reverse mass;shell(Ciur) sort;2700;144930
reverse mass;shell sort;2700;221610
reverse mass;bubble sort;2800;31201010
reverse mass;bubble(Ayverson1) sort;2800;48373280
reverse mass;bubble(Ayverson2) sort;2800;30626640
reverse mass;selection sort;2800;13876820
reverse mass;insertion sort;2800;17716970
reverse mass;binary insertion sort;2800;9889270
reverse mass;counting sort;2800;46890
reverse mass;radix sort;2800;61610
reverse mass;quick sort;2800;5440720
reverse mass;merge sort;2800;1015930
reverse mass;heap sort;2800;402270
reverse mass;shell(Ciur) sort;2800;146180
reverse mass;shell sort;2800;214110
reverse mass;bubble sort;2900;35346620
reverse mass;bubble(Ayverson1) sort;2900;49591990
reverse mass;bubble(Ayverson2) sort;2900;33807070
reverse mass;selection sort;2900;16423540
reverse mass;insertion sort;2900;20317180
reverse mass;binary insertion sort;2900;11987620
reverse mass;counting sort;2900;49270
reverse mass;radix sort;2900;67600
reverse mass;quick sort;2900;6634920
reverse mass;merge sort;2900;1558190
reverse mass;heap sort;2900;428940
reverse mass;shell(Ciur) sort;2900;172430
reverse mass;shell sort;2900;219410
reverse mass;bubble sort;3000;36102190
reverse mass;bubble(Ayverson1) sort;3000;55324170
reverse mass;bubble(Ayverson2) sort;3000;36332690
reverse mass;selection sort;3000;15963100
reverse mass;insertion sort;3000;21775350
reverse mass;binary insertion sort;3000;12376980
reverse mass;counting sort;3000;57350
reverse mass;radix sort;3000;67070
reverse mass;quick sort;3000;6853870
reverse mass;merge sort;3000;1063030
reverse mass;heap sort;3000;446630
reverse mass;shell(Ciur) sort;3000;153260
reverse mass;shell sort;3000;240920
reverse mass;bubble sort;3100;39748140
reverse mass;bubble(Ayverson1) sort;3100;63622770
reverse mass;bubble(Ayverson2) sort;3100;38553240
reverse mass;selection sort;3100;18618330
reverse mass;insertion sort;3100;24000200
reverse mass;binary insertion sort;3100;12584560
reverse mass;counting sort;3100;54590
reverse mass;radix sort;3100;133910
reverse mass;quick sort;3100;7975030
reverse mass;merge sort;3100;1114010
reverse mass;heap sort;3100;605180
reverse mass;shell(Ciur) sort;3100;174440
reverse mass;shell sort;3100;356620
reverse mass;bubble sort;3200;43667770
reverse mass;bubble(Ayverson1) sort;3200;62444270
reverse mass;bubble(Ayverson2) sort;3200;42021320
reverse mass;selection sort;3200;18919790
reverse mass;insertion sort;3200;26547350
reverse mass;binary insertion sort;3200;13297600
reverse mass;counting sort;3200;52180
reverse mass;radix sort;3200;72280
reverse mass;quick sort;3200;7404370
reverse mass;merge sort;3200;1146460
reverse mass;heap sort;3200;493790
reverse mass;shell(Ciur) sort;3200;196770
reverse mass;shell sort;3200;234400
reverse mass;bubble sort;3300;44776930
reverse mass;bubble(Ayverson1) sort;3300;65194490
reverse mass;bubble(Ayverson2) sort;3300;44450320
reverse mass;selection sort;3300;19770540
reverse mass;insertion sort;3300;25544090
reverse mass;binary insertion sort;3300;14712660
reverse mass;counting sort;3300;52680
reverse mass;radix sort;3300;74560
reverse mass;quick sort;3300;7982230
reverse mass;merge sort;3300;1145730
reverse mass;heap sort;3300;469000
reverse mass;shell(Ciur) sort;3300;199110
reverse mass;shell sort;3300;270470
reverse mass;bubble sort;3400;49971010
reverse mass;bubble(Ayverson1) sort;3400;68199460
reverse mass;bubble(Ayverson2) sort;3400;48295610
reverse mass;selection sort;3400;21810390
reverse mass;insertion sort;3400;26551810
reverse mass;binary insertion sort;3400;15158990
reverse mass;counting sort;3400;56530
reverse mass;radix sort;3400;79200
reverse mass;quick sort;3400;8204450
reverse mass;merge sort;3400;1206460
reverse mass;heap sort;3400;498910
reverse mass;shell(Ciur) sort;3400;199910
reverse mass;shell sort;3400;249130
reverse mass;bubble sort;3500;52026810
reverse mass;bubble(Ayverson1) sort;3500;73199550
reverse mass;bubble(Ayverson2) sort;3500;46725460
reverse mass;selection sort;3500;23909080
reverse mass;insertion sort;3500;27676920
reverse mass;binary insertion sort;3500;15689490
reverse mass;counting sort;3500;60380
reverse mass;radix sort;3500;77970
reverse mass;quick sort;3500;10548110
reverse mass;merge sort;3500;1265380
reverse mass;heap sort;3500;620240
reverse mass;shell(Ciur) sort;3500;278630
reverse mass;shell sort;3500;286480
reverse mass;bubble sort;3600;51833990
reverse mass;bubble(Ayverson1) sort;3600;77765140
reverse mass;bubble(Ayverson2) sort;3600;50102180
reverse mass;selection sort;3600;25327720
reverse mass;insertion sort;3600;29829310
reverse mass;binary insertion sort;3600;16261570
reverse mass;counting sort;3600;63280
reverse mass;radix sort;3600;91650
reverse mass;quick sort;3600;9191710
reverse mass;merge sort;3600;1204250
reverse mass;heap sort;3600;584560
reverse mass;shell(Ciur) sort;3600;204630
reverse mass;shell sort;3600;287830
reverse mass;bubble sort;3700;57556140
reverse mass;bubble(Ayverson1) sort;3700;83166540
reverse mass;bubble(Ayverson2) sort;3700;54202730
reverse mass;selection sort;3700;26954600
reverse mass;insertion sort;3700;32535610
reverse mass;binary insertion sort;3700;17441960
reverse mass;counting sort;3700;56230
reverse mass;radix sort;3700;84400
reverse mass;quick sort;3700;9591220
reverse mass;merge sort;3700;1277630
reverse mass;heap sort;3700;546760
reverse mass;shell(Ciur) sort;3700;188710
reverse mass;shell sort;3700;277100
reverse mass;bubble sort;3800;60961380
reverse mass;bubble(Ayverson1) sort;3800;85833820
reverse mass;bubble(Ayverson2) sort;3800;58258540
reverse mass;selection sort;3800;30125770
reverse mass;insertion sort;3800;41544130
reverse mass;binary insertion sort;3800;18925370
reverse mass;counting sort;3800;60130
reverse mass;radix sort;3800;88440
reverse mass;quick sort;3800;11007300
reverse mass;merge sort;3800;1392880
reverse mass;heap sort;3800;624400
reverse mass;shell(Ciur) sort;3800;223550
reverse mass;shell sort;3800;341780
reverse mass;bubble sort;3900;64321690
reverse mass;bubble(Ayverson1) sort;3900;90381540
reverse mass;bubble(Ayverson2) sort;3900;62527790
reverse mass;selection sort;3900;31058960
reverse mass;insertion sort;3900;36321840
reverse mass;binary insertion sort;3900;20339190
reverse mass;counting sort;3900;61640
reverse mass;radix sort;3900;144080
reverse mass;quick sort;3900;11782630
reverse mass;merge sort;3900;1372600
reverse mass;heap sort;3900;585480
reverse mass;shell(Ciur) sort;3900;204890
reverse mass;shell sort;3900;361690
reverse mass;bubble sort;4000;64385790
reverse mass;bubble(Ayverson1) sort;4000;93984700
reverse mass;bubble(Ayverson2) sort;4000;67580170
reverse mass;selection sort;4000;36276110
reverse mass;insertion sort;4000;38033060
reverse mass;binary insertion sort;4000;21113620
reverse mass;counting sort;4000;61970
reverse mass;radix sort;4000;157130
reverse mass;quick sort;4000;13572720
reverse mass;merge sort;4000;2245060
reverse mass;heap sort;4000;650560
reverse mass;shell(Ciur) sort;4000;232560
reverse mass;shell sort;4000;316500
reverse mass;bubble sort;4100;70848470
reverse mass;bubble(Ayverson1) sort;4100;100813080
reverse mass;bubble(Ayverson2) sort;4100;71578360
reverse mass;selection sort;4100;35544150
reverse mass;insertion sort;4100;44840870
reverse mass;binary insertion sort;4100;22415040
reverse mass;counting sort;4100;70700
reverse mass;radix sort;4100;96390
reverse mass;quick sort;4100;13040140
reverse mass;merge sort;4100;1467290
reverse mass;heap sort;4100;620560
reverse mass;shell(Ciur) sort;4100;205430
reverse mass;shell sort;4100;316900
